Police_Station,Date_Time,Date,Time,Location,Loc_Id,ACT-379-380_454_457,ACT-294_506,Latitude,Longitude
Civil_Line,26.12.2019 12:30,26-12-19,12:30,Street,5,0,1,21.244623,81.652713
Civil_Line,25.12.2019 22:20,25-12-19,22:20,Street,5,0,1,21.244632,81.642394
Gudhiyari,06.01.2019 09:30,06-01-19,9:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,09.01.2019 13:30,09-01-19,13:30,House,2,0,1,21.259294,81.627443
Gudhiyari,11.01.2019 12:30,11-01-19,12:30,House,2,0,1,21.259294,81.627443
Gudhiyari,15.01.2019 12:30,15-01-19,12:30,Street,5,0,1,21.257147,81.62782
Gudhiyari,22.01.2019 22:00,22-01-19,22:00,Street,5,0,1,21.25244,81.624902
Gudhiyari,22.01.2019 22:00,22-01-19,22:00,Street,5,0,1,21.25244,81.624902
Gudhiyari,26.01.2019 11:00,26-01-19,11:00,House,2,0,1,21.269975,81.611062
Gudhiyari,29.01.2019 03:30,29-01-19,3:30,Street,5,0,1,21.25244,81.624902
Gudhiyari,29.01.2019 20:30,29-01-19,20:30,Street,5,0,1,21.269975,81.611062
Gudhiyari,31.01.2019 08:00,31-01-19,8:00,Street,5,0,1,21.269975,81.611062
Gudhiyari,01.02.2019 20:30,01-02-19,20:30,Street,5,0,1,21.252573,81.620979
Gudhiyari,06.02.2019 22:45,06-02-19,22:45,Street,5,0,1,21.269975,81.611062
Gudhiyari,06.02.2019 22:30,06-02-19,22:30,Street,5,0,1,21.262703,81.62083
Gudhiyari,08.02.2019 16:00,08-02-19,16:00,House,2,0,1,21.253786,81.624455
Gudhiyari,10.02.2019 22:30,10-02-19,22:30,Street,5,0,1,21.252573,81.620979
Gudhiyari,13.02.2019 00:00,13-02-19,0:00,House,2,0,1,21.262703,81.62083
Gudhiyari,18.02.2019 09:00,18-02-19,9:00,Street,5,0,1,21.253786,81.624455
Gudhiyari,18.02.2019 21:00,18-02-19,21:00,Street,5,0,1,21.257169,81.594172
Gudhiyari,22.02.2019 21:00,22-02-19,21:00,Street,5,0,1,21.259868,81.621321
Gudhiyari,22.02.2019 21:00,22-02-19,21:00,House,2,0,1,21.259868,81.621321
Gudhiyari,22.02.2019 21:00,22-02-19,21:00,Shop,4,0,1,21.266978,81.617487
Gudhiyari,24.02.2019 13:00,24-02-19,13:00,Street,5,0,1,21.259868,81.621321
Gudhiyari,24.02.2019 16:40,24-02-19,16:40,House,2,0,1,21.252102,81.617224
Gudhiyari,18.02.2019 00:30,18-02-19,0:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,27.02.2019 21:30,27-02-19,21:30,Street,5,0,1,21.263428,81.605081
Gudhiyari,03.03.2019 21:30,03-03-19,21:30,Street,5,0,1,21.262703,81.62083
Gudhiyari,07.03.2019 20:15,07-03-19,20:15,Street,5,0,1,21.269975,81.611062
Gudhiyari,21.03.2019 16:30,21-03-19,16:30,Street,5,0,1,21.262703,81.62083
Gudhiyari,24.03.2019 21:30,24-03-19,21:30,Street,5,0,1,21.266156,81.625254
Gudhiyari,26.03.2019 21:50,26-03-19,21:50,Street,5,0,1,21.252102,81.617224
Gudhiyari,03.04.2019 17:30,03-04-19,17:30,Street,5,0,1,21.259294,81.627443
Gudhiyari,05.04.2019 22:30,05-04-19,22:30,House,2,0,1,21.253786,81.624455
Gudhiyari,07.04.2019 18:00,07-04-19,18:00,House,2,0,1,21.253786,81.624455
Gudhiyari,08.04.2019 21:30,08-04-19,21:30,Shop,4,0,1,21.253786,81.624455
Gudhiyari,14.04.2019 11:00,14-04-19,11:00,House,2,0,1,21.269975,81.611062
Gudhiyari,16.04.2019 22:20,16-04-19,22:20,House,2,0,1,21.259868,81.621321
Gudhiyari,16.04.2019 22:20,16-04-19,22:20,House,2,0,1,21.259868,81.621321
Gudhiyari,23.04.2019 16:00,23-04-19,16:00,House,2,0,1,21.252102,81.617224
Gudhiyari,27.04.2019 11:30,27-04-19,11:30,Shop,4,0,1,21.262703,81.62083
Gudhiyari,01.05.2019 21:00,01-05-19,21:00,House,2,0,1,21.262703,81.62083
Gudhiyari,06.05.2019 19:00,06-05-19,19:00,Street,5,0,1,21.259868,81.621321
Gudhiyari,11.05.2019 10:10,11-05-19,10:10,Street,5,0,1,21.253786,81.624455
Gudhiyari,15.05.2019 13:30,15-05-19,13:30,Street,5,0,1,21.269975,81.611062
Gudhiyari,20.05.2019 20:00,20-05-19,20:00,Street,5,0,1,21.251127,81.619749
Gudhiyari,19.05.2019 19:00,19-05-19,19:00,Street,5,0,1,21.259868,81.621321
Gudhiyari,26.05.2019 22:00,26-05-19,22:00,Street,5,0,1,21.262703,81.62083
Gudhiyari,30.05.2019 20:30,30-05-19,20:30,Street,5,0,1,21.262703,81.62083
Gudhiyari,04.06.2019 10:30,04-06-19,10:30,Street,5,0,1,21.269975,81.611062
Gudhiyari,05.06.2019 20:30,05-06-19,20:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,05.06.2019 20:30,05-06-19,20:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,07.06.2019 22:00,07-06-19,22:00,Street,5,0,1,21.253786,81.624455
Gudhiyari,17.06.2019 21:00,17-06-19,21:00,Street,5,0,1,21.253786,81.624455
Gudhiyari,21.06.2019 20:00,21-06-19,20:00,Street,5,0,1,21.259868,81.621321
Gudhiyari,25.06.2019 11:15,25-06-19,11:15,Street,5,0,1,21.25244,81.624902
Gudhiyari,29.06.2019 16:30,29-06-19,16:30,Street,5,0,1,21.259868,81.621321
Gudhiyari,29.06.2019 16:30,29-06-19,16:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,30.06.2019 20:45,30-06-19,20:45,Street,5,0,1,21.269975,81.611062
Gudhiyari,01.07.2019 22:45,01-07-19,22:45,House,2,0,1,21.257169,81.594172
Gudhiyari,07.07.2019 20:45,07-07-19,20:45,Street,5,0,1,21.257147,81.62782
Gudhiyari,10.07.2019 10:00,10-07-19,10:00,Street,5,0,1,21.252573,81.620979
Gudhiyari,10.07.2019 07:00,10-07-19,7:00,Street,5,0,1,21.269975,81.611062
Gudhiyari,11.07.2019 21:30,11-07-19,21:30,House,2,0,1,21.262703,81.62083
Gudhiyari,14.07.2019 14:00,14-07-19,14:00,House,2,0,1,21.259294,81.627443
Gudhiyari,14.07.2019 14:00,14-07-19,14:00,House,2,0,1,21.259294,81.627443
Gudhiyari,14.07.2019 22:00,14-07-19,22:00,Shop,4,0,1,21.262703,81.62083
Gudhiyari,18.07.2019 21:45,18-07-19,21:45,Street,5,0,1,21.252102,81.617224
Gudhiyari,18.07.2019 23:00,18-07-19,23:00,Street,5,0,1,21.252573,81.620979
Gudhiyari,19.07.2019 11:30,19-07-19,11:30,Street,5,0,1,21.252573,81.620979
Gudhiyari,22.07.2019 16:30,22-07-19,16:30,Street,5,0,1,21.262703,81.62083
Gudhiyari,23.07.2019 17:00,23-07-19,17:00,Street,5,0,1,21.269975,81.611062
Gudhiyari,27.07.2019 20:15,27-07-19,20:15,House,2,0,1,21.252573,81.620979
Gudhiyari,09.08.2019 12:30,09-08-19,12:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,10.08.2019 23:00,10-08-19,23:00,House,2,0,1,21.253786,81.624455
Gudhiyari,13.08.2019 13:30,13-08-19,13:30,Street,5,0,1,21.269975,81.611062
Gudhiyari,16.08.2019 21:30,16-08-19,21:30,Street,5,0,1,21.259294,81.627443
Gudhiyari,17.08.2019 20:30,17-08-19,20:30,Street,5,0,1,21.25244,81.624902
Gudhiyari,25.08.2019 19:30,25-08-19,19:30,Street,5,0,1,21.269975,81.611062
Gudhiyari,24.08.2019 01:00,24-08-19,1:00,Street,5,0,1,21.262703,81.62083
Gudhiyari,25.08.2019 19:30,25-08-19,19:30,Street,5,0,1,21.269975,81.611062
Gudhiyari,31.08.2019 21:30,31-08-19,21:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,31.08.2019 22:30,31-08-19,22:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,01.09.2019 13:50,01-09-19,13:50,Street,5,0,1,21.252102,81.617224
Gudhiyari,01.09.2019 22:10,01-09-19,22:10,Street,5,0,1,21.252102,81.617224
Gudhiyari,01.09.2019 22:10,01-09-19,22:10,Street,5,0,1,21.252102,81.617224
Gudhiyari,09.09.2019 22:00,09-09-19,22:00,Street,5,0,1,21.269975,81.611062
Gudhiyari,13.09.2019 21:00,13-09-19,21:00,Street,5,0,1,21.252573,81.620979
Gudhiyari,15.09.2019 20:00,15-09-19,20:00,Street,5,0,1,21.252573,81.620979
Gudhiyari,15.09.2019 21:30,15-09-19,21:30,Street,5,0,1,21.252102,81.617224
Gudhiyari,15.09.2019 21:30,15-09-19,21:30,Street,5,0,1,21.252102,81.617224
Gudhiyari,17.09.2019 21:30,17-09-19,21:30,House,2,0,1,21.267538,81.622213
Gudhiyari,17.09.2019 21:30,17-09-19,21:30,House,2,0,1,21.267538,81.622213
Gudhiyari,24.09.2019 21:20,24-09-19,21:20,House,2,0,1,21.253786,81.624455
Gudhiyari,30.09.2019 09:00,30-09-19,9:00,Street,5,0,1,21.259294,81.627443
Gudhiyari,01.10.2019 16:15,01-10-19,16:15,House,2,0,1,21.253786,81.624455
Gudhiyari,01.10.2019 17:30,01-10-19,17:30,Street,5,0,1,21.269975,81.611062
Gudhiyari,05.10.2019 12:30,05-10-19,12:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,09.10.2019 18:45,09-10-19,18:45,Street,5,0,1,21.269975,81.611062
Gudhiyari,09.10.2019 23:00,09-10-19,23:00,Street,5,0,1,21.252102,81.617224
Gudhiyari,09.10.2019 23:00,09-10-19,23:00,Street,5,0,1,21.252102,81.617224
Gudhiyari,11.10.2019 19:35,11-10-19,19:35,Street,5,0,1,21.269975,81.611062
Gudhiyari,12.10.2019 16:30,12-10-19,16:30,Street,5,0,1,21.269975,81.611062
Gudhiyari,13.10.2019 19:15,13-10-19,19:15,Street,5,0,1,21.269975,81.611062
Gudhiyari,14.10.2019 17:00,14-10-19,17:00,Street,5,0,1,21.266978,81.617487
Gudhiyari,16.10.2019 19:00,16-10-19,19:00,House,2,0,1,21.257169,81.594172
Gudhiyari,26.10.2019 22:00,26-10-19,22:00,Street,5,0,1,21.263428,81.605081
Gudhiyari,27.10.2019 23:30,27-10-19,23:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,28.10.2019 13:00,28-10-19,13:00,Street,5,0,1,21.253786,81.624455
Gudhiyari,28.10.2019 14:30,28-10-19,14:30,House,2,0,1,21.252102,81.617224
Gudhiyari,28.10.2019 20:30,28-10-19,20:30,Street,5,0,1,21.259294,81.627443
Gudhiyari,29.10.2019 17:00,29-10-19,17:00,Street,5,0,1,21.252102,81.617224
Gudhiyari,30.10.2019 20:00,30-10-19,20:00,Street,5,0,1,21.253786,81.624455
Gudhiyari,03.11.2019 14:00,03-11-19,14:00,House,2,0,1,21.25244,81.624902
Gudhiyari,03.11.2019 20:45,03-11-19,20:45,Street,5,0,1,21.259294,81.627443
Gudhiyari,04.11.2019 13:00,04-11-19,13:00,Street,5,0,1,21.266978,81.617487
Gudhiyari,06.11.2019 17:30,06-11-19,17:30,Street,5,0,1,21.252573,81.620979
Gudhiyari,09.11.2019 20:23,09-11-19,20:23,Street,5,0,1,21.260127,81.623618
Gudhiyari,11.11.2019 18:30,11-11-19,18:30,Street,5,0,1,21.252102,81.617224
Gudhiyari,24.11.2019 07:00,24-11-19,7:00,Street,5,0,1,21.262703,81.62083
Gudhiyari,30.11.2019 21:00,30-11-19,21:00,Street,5,0,1,21.257147,81.62782
Gudhiyari,03.12.2019 20:30,03-12-19,20:30,House,2,0,1,21.269975,81.611062
Gudhiyari,05.12.2019 00:10,05-12-19,0:10,House,2,0,1,21.25244,81.624902
Gudhiyari,09.12.2019 18:30,09-12-19,18:30,Street,5,0,1,21.253786,81.624455
Gudhiyari,13.12.2019 20:00,13-12-19,20:00,Street,5,0,1,21.258512,81.670517
Gudhiyari,15.12.2019 21:00,15-12-19,21:00,Street,5,0,1,21.253786,81.624455
Gudhiyari,16.12.2019 22:00,16-12-19,22:00,Street,5,0,1,21.260139,81.623611
Gudhiyari,25.12.2019 21:00,25-12-19,21:00,Street,5,0,1,21.260139,81.623611
Khamtarai,11.01.2019 01:00,11-01-19,1:00,Street,5,0,1,21.313972,81.639323
Khamtarai,11.01.2019 19:00,11-01-19,19:00,Street,5,0,1,21.281536,81.609857
Khamtarai,12.01.2019 20:30,12-01-19,20:30,Street,5,0,1,21.28685,81.63509
Khamtarai,15.01.2019 10:00,15-01-19,10:00,Street,5,0,1,21.290146,81.640373
Khamtarai,16.01.2019 13:54,16-01-19,13:54,Street,5,0,1,21.29071,81.635665
Khamtarai,18.01.2019 20:30,18-01-19,20:30,Street,5,0,1,21.28685,81.63509
Khamtarai,22.01.2019 09:15,22-01-19,9:15,Street,5,0,1,21.276503,81.636377
Khamtarai,31.01.2019 21:00,31-01-19,21:00,Street,5,0,1,21.276503,81.636377
Khamtarai,02.02.2019 02:00,02-02-19,2:00,Street,5,0,1,21.263725,81.639253
Khamtarai,10.02.2019 08:00,10-02-19,8:00,Street,5,0,1,21.272755,81.633194
Khamtarai,14.02.2019 23:00,14-02-19,23:00,Street,5,0,1,21.300184,81.62803
Khamtarai,25.02.2019 10:45,25-02-19,10:45,Street,5,0,1,21.285586,81.618263
Khamtarai,10.03.2019 17:00,10-03-19,17:00,Street,5,0,1,21.323082,81.635566
Khamtarai,14.03.2019 19:30,14-03-19,19:30,Street,5,0,1,21.271478,81.642829
Khamtarai,17.03.2019 18:00,17-03-19,18:00,Street,5,0,1,21.271478,81.642829
Khamtarai,18.03.2019 21:30,18-03-19,21:30,Street,5,0,1,21.300184,81.62803
Khamtarai,21.03.2019 04:30,21-03-19,4:30,Street,5,0,1,21.313972,81.639323
Khamtarai,22.03.2019 22:00,22-03-19,22:00,Street,5,0,1,21.291766,81.6376
Khamtarai,22.03.2019 23:00,22-03-19,23:00,Street,5,0,1,21.317071,81.623763
Khamtarai,25.03.2019 15:00,25-03-19,15:00,Street,5,0,1,21.271478,81.642829
Khamtarai,25.03.2019 10:30,25-03-19,10:30,Street,5,0,1,21.324939,81.636576
Khamtarai,09.04.2019 17:35,09-04-19,17:35,Street,5,0,1,21.263725,81.639253
Khamtarai,13.04.2019 23:30,13-04-19,23:30,Street,5,0,1,21.323082,81.635566
Khamtarai,16.04.2019 16:15,16-04-19,16:15,Street,5,0,1,21.313077,81.637647
Khamtarai,16.04.2019 16:00,16-04-19,16:00,Street,5,0,1,21.313077,81.637647
Khamtarai,16.04.2019 20:00,16-04-19,20:00,Street,5,0,1,21.313972,81.639323
Khamtarai,18.04.2019 23:30,18-04-19,23:30,Street,5,0,1,21.289591,81.640202
Khamtarai,24.02.2019 22:00,24-02-19,22:00,Street,5,0,1,21.273232,81.63619
Khamtarai,25.04.2019 22:00,25-04-19,22:00,Street,5,0,1,21.273232,81.63619
Khamtarai,25.04.2019 15:00,25-04-19,15:00,Street,5,0,1,21.275598,81.63312
Khamtarai,28.04.2019 19:00,28-04-19,19:00,Street,5,0,1,21.31041,81.656103
Khamtarai,29.04.2019 02:00,29-04-19,2:00,Street,5,0,1,21.28685,81.63509
Khamtarai,01.05.2019 21:30,01-05-19,21:30,Street,5,0,1,21.289763,81.63803
Khamtarai,02.05.2019 08:20,02-05-19,8:20,Street,5,0,1,21.291766,81.6376
Khamtarai,02.05.2019 11:00,02-05-19,11:00,Street,5,0,1,21.272589,81.627061
Khamtarai,07.05.2019 11:00,07-05-19,11:00,Street,5,0,1,21.263725,81.639253
Khamtarai,08.05.2019 20:15,08-05-19,20:15,Street,5,0,1,21.315235,81.638337
Khamtarai,19.05.2019 15:00,19-05-19,15:00,Street,5,0,1,21.291046,81.637044
Khamtarai,27.05.2019 00:15,27-05-19,0:15,Street,5,0,1,21.282116,81.644077
Khamtarai,29.05.2019 08:30,29-05-19,8:30,Street,5,0,1,21.28685,81.63509
Khamtarai,02.06.2019 11:45,02-06-19,11:45,Street,5,0,1,21.313972,81.639323
Khamtarai,09.06.2019 13:30,09-06-19,13:30,Street,5,0,1,21.292515,81.639213
Khamtarai,14.06.2019 05:00,14-06-19,5:00,Street,5,0,1,21.289591,81.640202
Khamtarai,14.06.2019 22:00,14-06-19,22:00,Street,5,0,1,21.31041,81.656103
Khamtarai,14.06.2019 22:30,14-06-19,22:30,Street,5,0,1,21.28685,81.63509
Khamtarai,18.06.2019 19:00,18-06-19,19:00,Street,5,0,1,21.263725,81.639253
Khamtarai,23.06.2019 08:45,23-06-19,8:45,Street,5,0,1,21.324939,81.636576
Khamtarai,24.06.2019 16:30,24-06-19,16:30,Street,5,0,1,21.323082,81.635566
Khamtarai,24.06.2019 16:30,24-06-19,16:30,Street,5,0,1,21.323082,81.635566
Khamtarai,23.06.2019 20:00,23-06-19,20:00,Street,5,0,1,21.28895,81.644393
Khamtarai,27.06.2019 09:00,27-06-19,9:00,Street,5,0,1,21.289763,81.63803
Khamtarai,07.07.2019 21:30,07-07-19,21:30,Street,5,0,1,21.313972,81.639323
Khamtarai,09.07.2019 13:00,09-07-19,13:00,Street,5,0,1,21.292515,81.639213
Khamtarai,12.07.2019 17:30,12-07-19,17:30,Street,5,0,1,21.263725,81.639253
Khamtarai,12.07.2019 17:30,12-07-19,17:30,Street,5,0,1,21.263725,81.639253
Khamtarai,15.07.2019 13:30,15-07-19,13:30,House,2,0,1,21.319776,81.628485
Khamtarai,15.07.2019 17:30,15-07-19,17:30,Street,5,0,1,21.304486,81.634973
Khamtarai,16.07.2019 09:30,16-07-19,9:30,Street,5,0,1,21.323082,81.635566
Khamtarai,20.07.2019 07:30,20-07-19,7:30,Street,5,0,1,21.285361,81.641184
Khamtarai,24.07.2019 06:00,24-07-19,6:00,Street,5,0,1,21.289326,81.640478
Khamtarai,12.06.2019 22:30,12-06-19,22:30,Street,5,0,1,21.276356,81.629057
Khamtarai,27.07.2019 22:30,27-07-19,22:30,Street,5,0,1,21.276356,81.629057
Khamtarai,01.08.2019 15:00,01-08-19,15:00,Street,5,0,1,21.282116,81.644077
Khamtarai,08.08.2019 08:00,08-08-19,8:00,Street,5,0,1,21.275767,81.621711
Khamtarai,04.08.2019 17:30,04-08-19,17:30,Street,5,0,1,21.324939,81.636576
Khamtarai,04.08.2019 19:00,04-08-19,19:00,Street,5,0,1,21.313972,81.639323
Khamtarai,05.08.2019 22:10,05-08-19,22:10,Street,5,0,1,21.263725,81.639253
Khamtarai,08.08.2019 08:00,08-08-19,8:00,Street,5,0,1,21.275767,81.621711
Khamtarai,11.08.2019 20:30,11-08-19,20:30,Street,5,0,1,21.291046,81.637044
Khamtarai,17.08.2019 21:40,17-08-19,21:40,Street,5,0,1,21.263725,81.639253
Khamtarai,18.08.2019 18:00,18-08-19,18:00,Street,5,0,1,21.31041,81.656103
Khamtarai,18.08.2019 18:00,18-08-19,18:00,Street,5,0,1,21.31041,81.656103
Khamtarai,18.08.2019 23:00,18-08-19,23:00,Street,5,0,1,21.263725,81.639253
Khamtarai,20.08.2019 23:55,20-08-19,23:55,House,2,0,1,21.324939,81.636576
Khamtarai,24.08.2019 23:10,24-08-19,23:10,Street,5,0,1,21.302754,81.630035
Khamtarai,14.08.2019 22:00,14-08-19,22:00,House,2,0,1,21.289405,81.642649
Khamtarai,30.08.2019 19:45,30-08-19,19:45,House,2,0,1,21.292515,81.639213
Khamtarai,30.08.2019 20:00,30-08-19,20:00,House,2,0,1,21.304525,81.648762
Khamtarai,30.08.2019 19:30,30-08-19,19:30,House,2,0,1,21.292515,81.639213
Khamtarai,31.08.2019 00:40,31-08-19,0:40,Street,5,0,1,21.295363,81.636944
Khamtarai,01.09.2019 20:10,01-09-19,20:10,Street,5,0,1,21.275767,81.621711
Khamtarai,07.09.2019 14:30,07-09-19,14:30,Street,5,0,1,21.31041,81.656103
Khamtarai,08.09.2019 21:30,08-09-19,21:30,Street,5,0,1,21.263725,81.639253
Khamtarai,12.09.2019 13:30,12-09-19,13:30,Street,5,0,1,21.290146,81.640373
Khamtarai,18.09.2019 23:00,18-09-19,23:00,Street,5,0,1,21.281536,81.609857
Khamtarai,23.09.2019 10:45,23-09-19,10:45,Street,5,0,1,21.275598,81.63312
Khamtarai,28.09.2019 00:20,28-09-19,0:20,Street,5,0,1,21.295363,81.636944
Khamtarai,01.10.2019 21:00,01-10-19,21:00,Street,5,0,1,21.31041,81.656103
Khamtarai,08.10.2019 00:20,08-10-19,0:20,Street,5,0,1,21.263725,81.639253
Khamtarai,08.10.2019 02:30,08-10-19,2:30,Street,5,0,1,21.271488,81.642872
Khamtarai,10.10.2019 08:30,10-10-19,8:30,Street,5,0,1,21.266418,81.637125
Khamtarai,10.10.2019 03:30,10-10-19,3:30,House,2,0,1,21.342178,81.654945
Khamtarai,13.10.2019 10:00,13-10-19,10:00,Street,5,0,1,21.291046,81.637044
Khamtarai,16.10.2019 20:30,16-10-19,20:30,Street,5,0,1,21.295886,81.64746
Khamtarai,17.10.2019 22:45,17-10-19,22:45,Street,5,0,1,21.323082,81.635566
Khamtarai,22.10.2019 05:00,22-10-19,5:00,Street,5,0,1,21.31041,81.656103
Khamtarai,23.10.2019 22:15,23-10-19,22:15,Street,5,0,1,21.302754,81.630035
Khamtarai,26.10.2019 21:00,26-10-19,21:00,Street,5,0,1,21.309196,81.647144
Khamtarai,27.10.2019 04:00,27-10-19,4:00,Street,5,0,1,21.308306,81.636249
Khamtarai,28.10.2019 12:30,28-10-19,12:30,Street,5,0,1,21.280983,81.637761
Khamtarai,28.10.2019 19:00,28-10-19,19:00,Street,5,0,1,21.290146,81.640373
Khamtarai,28.10.2019 20:30,28-10-19,20:30,Street,5,0,1,21.313178,81.637617
Khamtarai,30.10.2019 23:15,30-10-19,23:15,Street,5,0,1,21.291766,81.6376
Khamtarai,30.10.2019 04:10,30-10-19,4:10,Street,5,0,1,21.289422,81.660032
Khamtarai,03.11.2019 21:40,03-11-19,21:40,Street,5,0,1,21.27134,81.636599
Khamtarai,04.11.2019 20:30,04-11-19,20:30,Street,5,0,1,21.292515,81.639213
Khamtarai,05.11.2019 16:30,05-11-19,16:30,Street,5,0,1,21.289405,81.642649
Khamtarai,17.11.2019 11:30,17-11-19,11:30,Street,5,0,1,21.323082,81.635566
Khamtarai,17.11.2019 11:30,17-11-19,11:30,Street,5,0,1,21.323082,81.635566
Khamtarai,19.11.2019 20:30,19-11-19,20:30,Street,5,0,1,21.272589,81.627061
Khamtarai,20.11.2019 20:00,20-11-19,20:00,Street,5,0,1,21.308306,81.636249
Khamtarai,29.11.2019 22:00,29-11-19,22:00,Street,5,0,1,21.305864,81.633949
Khamtarai,06.12.2019 18:30,06-12-19,18:30,Street,5,0,1,21.307354,81.651386
Khamtarai,07.12.2019 19:30,07-12-19,19:30,Street,5,0,1,21.315235,81.638337
Khamtarai,10.12.2019 21:00,10-12-19,21:00,Street,5,0,1,21.313239,81.638096
Khamtarai,10.12.2019 21:00,10-12-19,21:00,Street,5,0,1,21.313239,81.638096
Khamtarai,10.12.2019 21:45,10-12-19,21:45,Street,5,0,1,21.262269,81.654322
Khamtarai,13.12.2019 19:30,13-12-19,19:30,Street,5,0,1,21.313972,81.639323
Khamtarai,19.12.2019 17:10,19-12-19,17:10,Street,5,0,1,21.289763,81.63803
Khamtarai,19.12.2019 19:00,19-12-19,19:00,Street,5,0,1,21.289405,81.642649
Khamtarai,21.12.2019 02:00,21-12-19,2:00,Street,5,0,1,21.289761,81.637577
Khamtarai,22.12.2019 15:00,22-12-19,15:00,Street,5,0,1,21.276509,81.643974
Khamtarai,22.12.2019 19:30,22-12-19,19:30,Street,5,0,1,21.276074,81.640406
Khamtarai,22.12.2019 20:30,22-12-19,20:30,Street,5,0,1,21.280983,81.637761
Khamtarai,26.12.2019 20:30,26-12-19,20:30,Street,5,0,1,21.276074,81.640406
Khamtarai,28.12.2019 23:30,28-12-19,23:30,Street,5,0,1,21.313972,81.639323
Khamtarai,02.09.2019 02:00,02-09-19,2:00,House,2,1,0,21.278233,81.639456
Khamtarai,03.11.2019 23:45,03-11-19,23:45,Office,3,1,0,21.284076,81.64052
Khamtarai,20.09.2019 12:45,20-09-19,12:45,Street,5,1,0,21.294442,81.644267
Khamtarai,10.07.2019 12:45,10-07-19,12:45,Shop,4,1,0,21.271797,81.626209
Khamtarai,03.01.2019 01:00,03-01-19,1:00,Street,5,1,0,21.281436,81.635103
Khamtarai,03.02.2019 09:40,03-02-19,9:40,Street,5,1,0,21.279981,81.606429
Khamtarai,29.08.2019 18:30,29-08-19,18:30,Street,5,1,0,21.30503,81.635495
Khamtarai,09.09.2019 15:15,09-09-19,15:15,Street,5,1,0,21.291211,81.63969
Khamtarai,10.09.2019 13:30,10-09-19,13:30,Street,5,1,0,21.289664,81.64522
Khamtarai,08.09.2019 18:00,08-09-19,18:00,Street,5,1,0,21.308419,81.636407
Khamtarai,11.12.2019 19:35,11-12-19,19:35,Street,5,1,0,21.283035,81.623442
Khamtarai,30.12.2019 16:00,30-12-19,16:00,Street,5,1,0,21.264705,81.636442
Khamtarai,14.10.2019 19:30,14-10-19,19:30,Office,3,1,0,21.30852,81.65412
Khamtarai,05.11.2019 14:30,05-11-19,14:30,Office,3,1,0,21.272702,81.630622
Khamtarai,02.12.2019 03:00,02-12-19,3:00,Shop,4,1,0,21.289348,81.639544
Khamtarai,12.06.2019 21:30,12-06-19,21:30,House,2,1,0,21.29644,81.649392
Khamtarai,03.01.2019 03:00,03-01-19,3:00,House,2,1,0,21.283453,81.669646
Khamtarai,10.02.2019 09:00,10-02-19,9:00,House,2,1,0,21.309589,81.655214
Khamtarai,22.10.2019 19:25,22-10-19,19:25,Street,5,1,0,21.284154,81.635905
Khamtarai,02.09.2019 01:00,02-09-19,1:00,House,2,1,0,21.293823,81.637692
Khamtarai,12.04.2019 00:10,12-04-19,0:10,House,2,1,0,21.274751,81.628828
Khamtarai,12.03.2019 03:00,12-03-19,3:00,House,2,1,0,21.280014,81.630454
Khamtarai,22.04.2019 21:00,22-04-19,21:00,Street,5,1,0,21.276497,81.636404
Khamtarai,07.05.2019 22:30,07-05-19,22:30,Street,5,1,0,21.314827,81.66133
Khamtarai,29.06.2019 00:01,29-06-19,0:01,House,2,1,0,21.270516,81.645133
Khamtarai,28.06.2019 02:00,28-06-19,2:00,House,2,1,0,21.271797,81.626209
Khamtarai,27.07.2019 02:00,27-07-19,2:00,House,2,1,0,21.27389,81.63007
Khamtarai,18.09.2019 11:00,18-09-19,11:00,House,2,1,0,21.279677,81.620288
Khamtarai,31.10.2019 00:01,31-10-19,0:01,House,2,1,0,21.272392,81.628752
Khamtarai,16.11.2019 01:00,16-11-19,1:00,House,2,1,0,21.275838,81.628482
Khamtarai,24.11.2019 21:30,24-11-19,21:30,House,2,1,0,21.274575,81.617719
Khamtarai,08.12.2019 02:00,08-12-19,2:00,House,2,1,0,21.271629,81.628418
Khamtarai,12.12.2019 23:30,12-12-19,23:30,House,2,1,0,21.273719,81.629952
Khamtarai,18.07.2019 14:30,18-07-19,14:30,Office,3,1,0,21.313464,81.640659
Khamtarai,04.01.2019 07:00,04-01-19,7:00,Street,5,1,0,21.2907,81.637148
Khamtarai,03.01.2019 07:30,03-01-19,7:30,House,2,1,0,21.27258,81.627034
Khamtarai,02.01.2019 01:00,02-01-19,1:00,Street,5,1,0,21.313619,81.639213
Khamtarai,07.01.2019 22:00,07-01-19,22:00,Street,5,1,0,21.325315,81.647557
Khamtarai,29.12.2019 19:30,29-12-19,19:30,Street,5,1,0,21.313386,81.639522
Khamtarai,15.01.2019 23:05,15-01-19,23:05,Street,5,1,0,21.276774,81.634032
